School District,Distance to Subway (km),House Area (sqm),Room Count,Plot Ratio,Parking Ratio,House Age (years),House Price (CNY),Cost Performance Level
7,5.93,85.47,2,2.68,0.63,34,1752980.0,4
5,3.69,149.38,4,1.97,0.85,22,3318090.0,3
9,6.17,186.2,6,3.95,1.54,21,4228530.0,4
3,8.79,86.09,2,3.23,2.56,30,1719690.0,1
4,9.56,64.12,2,3.33,3.95,28,1292970.0,1
1,5.88,120.8,4,0.54,4.86,37,2532980.0,1
6,0.52,118.85,3,3.22,1.79,18,3136460.0,5
4,9.7,166.84,5,1.18,0.1,44,3674500.0,1
1,7.09,70.83,2,2.55,3.08,35,1399210.0,1
2,3.43,98.48,3,2.07,3.55,48,2147590.0,2
3,1.56,34.09,1,2.5,1.99,8,798550.0000000001,4
9,1.52,175.0,5,0.97,0.92,34,4490870.0,5
8,1.76,130.02,4,2.1,1.53,0,3235440.0,5
7,0.55,101.46,3,0.63,3.28,32,2695890.0,5
4,9.03,67.11,2,0.64,2.47,16,1364500.0,1
1,5.45,70.78,2,2.8,3.72,25,1409240.0,1
8,7.03,136.57,4,3.83,1.09,12,2968320.0,3
4,8.3,75.7,2,3.22,4.21,4,1549200.0,1
3,7.94,124.16,4,2.14,0.78,18,2624780.0,1
9,8.84,201.72,6,0.7,1.65,41,3948280.0,3
10,9.68,106.1,3,0.66,2.96,8,2404360.0,3
4,4.45,81.54,2,1.05,3.68,5,1747650.0000000002,3
4,9.51,135.28,4,3.92,1.33,20,2863620.0,1
9,7.26,70.97,2,1.9,4.74,48,1512980.0,4
2,0.8,188.8,6,3.45,3.53,21,5119210.0,2
5,6.85,176.14,5,2.97,1.09,38,3895289.9999999995,1
4,6.9,113.43,3,2.62,3.63,47,2378670.0,2
9,9.07,84.11,2,3.82,3.48,50,1769340.0,3
5,3.79,102.97,3,1.31,3.76,4,2316550.0,3
9,5.89,108.17,3,2.09,4.58,21,2396640.0,4
9,0.22,135.34,4,3.53,3.56,49,3617430.0,5
2,3.39,161.59,5,2.43,1.76,6,3745660.0,1
9,0.72,78.54,2,1.36,3.95,25,2079040.0000000002,5
3,5.27,160.44,5,1.23,3.48,24,3552410.0,1
4,8.19,144.71,4,3.14,2.87,4,3081510.0,1
1,2.14,99.69,3,0.54,1.77,31,2383560.0,2
1,5.32,76.53,2,3.7,4.61,7,1543120.0,1
1,2.12,124.65,4,0.56,2.56,8,3012160.0,2
9,1.29,77.62,2,2.71,3.14,27,1895830.0,5
8,5.16,160.95,5,2.62,2.08,19,3642439.9999999995,4
5,0.88,75.04,2,2.52,3.9,3,1922280.0000000002,4
5,5.91,141.91,4,2.16,1.71,2,3033370.0,2
9,0.41,116.78,3,3.48,4.05,43,3136900.0,5
3,1.16,97.58,3,2.81,0.54,40,2331190.0,3
3,5.54,115.89,3,3.24,3.54,41,2427530.0,2
7,5.95,163.2,5,0.9,2.38,10,3678259.9999999995,3
9,0.39,72.31,2,0.67,3.49,47,1901060.0,5
6,5.78,103.51,3,0.6,2.66,28,2214430.0,3
2,8.4,89.93,2,1.02,0.67,42,1775920.0000000002,1
1,7.25,118.46,3,2.83,2.38,21,2487590.0,1
2,1.4,92.61,3,2.23,4.82,7,2247050.0,3
1,5.97,49.28,1,3.13,3.77,45,954010.0,1
10,6.76,77.79,2,1.17,1.5,33,1698630.0000000002,5
10,0.47,185.51,6,1.78,4.72,30,5180430.0,5
9,8.57,129.87,4,3.61,3.89,3,2872440.0,3
10,9.07,128.49,4,3.78,1.82,14,2868150.0,4
8,8.52,108.7,3,3.73,3.02,17,2377010.0,3
7,8.26,117.93,3,3.36,2.13,10,2551430.0,2
3,7.48,102.81,3,2.91,0.48,26,2162060.0,1
8,6.37,141.08,4,3.7,4.03,18,3063040.0000000005,3
2,6.82,124.03,4,3.0,0.96,49,2583550.0,1
2,8.08,73.15,2,3.84,2.29,8,1474740.0,1
10,6.66,130.15,4,0.59,3.51,24,2899580.0,4
3,3.34,21.65,1,3.73,4.66,21,460240.0,3
7,3.82,136.55,4,2.45,0.31,22,3069270.0000000005,4
1,8.98,63.63,2,0.89,1.97,36,1253650.0,1
8,0.27,116.16,3,1.25,3.07,9,3125050.0,5
7,7.02,72.21,2,3.48,3.9,16,1511519.9999999998,3
4,9.55,120.11,4,2.27,4.6,12,2561240.0,1
5,7.09,143.13,4,3.94,0.0,3,3052790.0,2
10,9.94,180.11,6,0.91,3.14,31,4130790.0000000005,3
1,6.91,58.35,1,1.94,0.03,27,1142120.0,1
4,0.44,159.02,5,1.66,3.94,29,4319760.0,3
1,8.29,125.25,4,2.31,0.75,45,2608440.0,1
1,2.92,101.97,3,2.72,4.47,39,2433500.0,1
10,4.52,150.39,5,2.82,0.78,20,3626709.9999999995,5
1,3.19,110.56,3,0.5,3.82,14,2444460.0,1
7,2.76,148.7,4,0.81,1.45,2,3657889.9999999995,4
7,4.37,80.31,2,0.62,2.79,16,1754470.0,4
4,3.85,94.68,3,3.53,3.04,14,2110510.0,3
2,6.37,157.74,5,1.6,1.03,32,3472740.0,1
3,8.15,179.42,5,1.78,1.49,4,3985439.9999999995,1
8,3.04,118.6,3,2.08,0.54,7,2710200.0,5
8,2.22,20.0,1,3.47,0.03,8,547590.0,5
6,6.7,112.04,3,0.55,1.2,25,2393690.0,3
10,6.74,121.3,4,0.92,2.58,1,2734540.0,4
9,9.02,110.69,3,2.9,3.57,36,2431730.0,3
9,0.26,133.45,4,3.87,3.97,35,3582769.9999999995,5
4,8.55,100.92,3,2.75,0.35,11,2145270.0,1
1,5.26,153.55,5,1.41,1.36,18,3390410.0000000005,1
1,6.25,73.33,2,2.32,3.85,26,1459980.0,1
10,1.0,169.47,5,3.91,2.4,23,4742580.0,5
5,4.38,182.0,6,2.35,0.91,1,4248470.0,2
2,2.35,83.48,2,1.81,1.96,15,1926150.0,2
6,2.62,83.46,2,1.84,1.35,1,1978439.9999999998,4
7,5.09,136.43,4,3.88,0.25,20,2930650.0,3
1,8.14,72.51,2,3.02,3.82,9,1459820.0,1
6,7.46,100.3,3,2.91,1.46,41,2129310.0,2
8,5.95,164.1,5,1.31,4.73,16,3721350.0,3
5,5.44,149.5,4,2.46,4.44,11,3188920.0,2
7,4.33,199.21,6,1.75,3.58,6,4680240.0,3
10,9.73,126.83,4,1.34,1.63,8,2841350.0,3
6,5.65,95.57,3,3.63,1.4,45,2025139.9999999998,3
4,2.61,122.05,4,1.84,2.38,49,2927120.0,3
7,2.38,113.98,3,1.49,1.77,9,2812570.0,5
10,6.15,114.54,3,3.76,4.51,15,2574600.0,5
9,5.28,119.05,3,1.19,0.62,0,2639100.0,5
10,0.18,82.73,2,3.11,3.62,8,2238380.0,5
10,8.32,131.29,4,2.78,3.05,12,2932410.0,4
7,7.07,63.65,2,3.72,4.03,47,1309340.0,3
5,6.65,91.33,3,3.41,2.71,15,1953940.0,2
7,0.78,115.24,3,2.97,3.15,33,3050570.0,5
3,3.68,29.62,1,1.6,4.81,40,611040.0,3
2,9.36,150.76,5,2.23,0.46,29,3320410.0,1
5,8.64,37.87,1,3.81,0.52,12,781630.0,2
4,2.93,146.78,4,0.58,1.97,7,3563080.0,3
5,1.65,68.29,2,3.28,2.36,10,1606110.0000000002,4
8,4.55,103.8,3,1.38,1.0,48,2345220.0,4
4,3.62,140.77,4,1.15,0.41,30,3110610.0,2
9,6.85,207.93,6,1.31,0.11,42,4061580.0,3
7,9.67,124.66,4,0.71,3.82,10,2703790.0,2
10,3.69,40.69,1,3.97,2.43,47,977380.0,5
7,0.72,158.15,5,3.54,4.22,6,4362950.0,5
8,8.99,110.72,3,2.32,1.8,0,2435400.0,3
6,0.48,122.8,4,3.0,3.52,22,3243840.0,5
8,9.53,142.31,4,2.45,2.44,31,3073940.0,2
3,6.68,30.98,1,3.34,3.06,14,629380.0,2
10,9.42,120.26,4,3.46,1.85,17,2692700.0,3
10,2.08,103.61,3,1.31,0.41,27,2638150.0,5
1,0.5,168.87,5,2.11,4.74,13,4582860.0,2
6,4.93,149.08,4,2.72,4.18,12,3342400.0000000005,3
1,4.56,54.92,1,3.92,1.56,33,1123520.0,1
9,3.38,170.51,5,2.89,4.79,19,4058420.0,5
2,9.58,137.98,4,3.64,1.5,23,2902940.0,1
2,8.24,58.11,1,3.46,2.21,27,1145160.0,1
7,6.65,122.23,4,2.54,3.78,10,2650850.0,3
2,1.71,161.39,5,3.63,1.55,50,4018219.9999999995,2
10,7.37,71.44,2,1.82,1.62,27,1577220.0,5
8,7.3,175.1,5,1.83,2.05,21,3952470.0,3
6,4.31,59.49,1,3.23,2.34,29,1270740.0,4
7,9.26,88.35,2,0.97,0.62,37,1809270.0,2
7,1.75,82.29,2,1.57,0.09,16,1954280.0000000002,5
6,2.75,175.08,5,2.63,4.6,21,4436570.0,3
10,0.73,100.36,3,1.97,1.77,0,2789930.0,5
9,7.97,73.49,2,3.79,0.51,19,1582030.0,4
9,6.26,137.81,4,3.85,3.8,4,3037760.0,4
7,3.22,146.45,4,2.26,1.48,32,3279599.9999999995,4
9,1.72,146.7,4,2.39,0.91,44,3620229.9999999995,5
10,0.5,109.15,3,3.04,4.81,0,3023480.0,5
3,1.75,130.18,4,2.1,4.6,43,3124420.0,3
3,4.59,93.99,3,1.17,0.53,8,2090670.0,2
1,2.55,186.99,6,3.11,4.5,31,4683640.0,1
5,2.66,165.77,5,3.08,4.45,25,4184070.0,3
4,8.77,163.32,5,1.36,3.17,44,3603020.0,1
2,5.2,151.76,5,3.42,2.65,41,3333600.0,1
9,7.32,140.79,4,2.65,1.09,47,3053120.0,4
3,0.45,70.23,2,1.33,0.61,5,1776640.0,4
8,3.72,145.33,4,2.78,3.03,29,3285540.0000000005,4
6,4.84,124.57,4,1.32,4.11,39,2777440.0,3
5,1.95,170.53,5,1.43,3.44,22,4305700.0,3
1,1.29,152.3,5,3.47,0.9,38,3796830.0000000005,2
4,8.72,142.02,4,3.75,1.45,24,3001570.0,1
3,9.4,52.63,1,1.4,2.73,24,1048660.0,1
1,0.88,116.44,3,3.75,3.12,12,3036930.0,2
5,3.56,97.68,3,1.34,0.36,24,2173340.0,3
6,9.59,130.09,4,0.91,3.07,16,2790120.0,1
2,0.92,103.38,3,0.7,3.68,43,2675540.0,3
3,6.47,108.96,3,1.35,0.91,26,2293630.0,1
6,9.72,138.36,4,1.85,1.23,10,2965170.0000000005,1
4,9.78,102.71,3,3.75,1.29,5,2189740.0,1
9,4.77,124.86,4,1.35,4.7,14,2884970.0,5
5,1.71,59.22,1,1.78,2.04,36,1362360.0,4
4,2.1,86.7,2,3.07,2.65,31,1999330.0,3
2,8.91,146.24,4,1.56,3.62,47,3058720.0,1
6,9.13,70.79,2,2.9,1.86,23,1452620.0000000002,2
10,6.12,169.83,5,2.01,0.53,10,3914310.0000000005,4
2,7.69,158.98,5,1.19,3.27,41,3495910.0,1
7,7.43,109.27,3,3.07,3.34,28,2354280.0,3
3,6.65,239.95,6,0.59,1.3,7,4600060.0,1
9,8.29,169.72,5,1.52,0.18,36,3845680.0,3
5,6.89,82.03,2,1.75,3.33,9,1680510.0,2
8,5.39,149.85,4,2.1,3.52,9,3256790.0,4
6,2.45,122.63,4,2.88,0.13,0,3009500.0,4
10,7.46,88.93,2,2.11,3.47,44,1913430.0000000002,4
8,4.79,77.2,2,2.58,4.69,22,1710000.0,5
3,3.02,159.8,5,2.59,0.89,17,3698590.0000000005,2
3,8.04,96.08,3,1.81,2.61,22,2030090.0,1
5,7.0,115.92,3,3.77,3.48,4,2482510.0,2
10,9.38,83.16,2,3.85,1.15,47,1788650.0,4
3,1.74,90.07,3,2.54,3.76,37,2160660.0,3
8,6.53,114.92,3,0.75,4.34,30,2500250.0,4
10,2.52,135.53,4,2.22,4.07,41,3401640.0,5
8,9.05,20.0,1,1.15,1.29,38,462430.0,3
2,1.09,120.68,4,2.19,4.02,19,2912170.0,2
4,6.6,90.16,3,1.16,2.07,28,1907340.0,2
10,7.93,176.09,5,2.96,1.33,47,4015680.0,4
1,3.61,237.71,6,0.78,0.84,32,4757100.0,1
4,9.55,105.63,3,3.84,4.54,38,2224470.0,1
4,8.52,51.11,1,1.18,2.13,31,1018280.0,1
10,3.02,124.68,4,2.81,4.33,24,2908810.0,5
9,0.17,111.78,3,3.71,0.8,43,3000170.0,5
3,3.04,198.85,6,1.37,3.83,26,4599840.0,2
2,2.88,186.66,6,3.77,0.55,22,4680830.0,1
9,8.91,154.61,5,1.86,0.09,46,3502740.0000000005,3
9,9.67,96.53,3,3.86,4.98,1,2171230.0,3
1,0.8,147.11,4,3.9,0.37,49,3796700.0000000005,2
6,4.77,130.6,4,1.16,2.31,3,2942660.0,3
10,5.53,129.65,4,3.41,4.39,24,2888020.0,5
8,1.02,57.67,1,1.18,4.1,44,1383430.0,5
3,3.84,162.47,5,1.29,2.36,22,3759240.0,2
9,3.24,124.31,4,0.79,3.05,40,2844130.0,5
2,5.41,115.97,3,1.05,3.15,35,2429620.0,1
6,6.65,95.99,3,2.71,0.55,40,2038180.0,3
1,7.06,88.26,2,2.07,1.42,22,1757970.0,1
7,1.45,132.69,4,3.27,1.5,32,3241290.0,5
3,8.15,50.03,1,1.66,1.89,27,991720.0,1
7,6.82,151.58,5,3.89,1.37,7,3420610.0000000005,3
4,8.9,77.84,2,0.67,1.26,32,1560650.0,1
9,4.55,37.65,1,0.72,1.77,28,894470.0,5
5,8.95,192.88,6,2.95,1.9,47,4261210.0,1
3,8.67,85.68,2,3.61,2.44,14,1726870.0000000002,1
8,4.44,91.11,3,3.28,0.87,14,2097880.0,5
6,3.87,165.38,5,2.21,3.94,36,3847410.0,3
2,9.33,194.18,6,1.44,4.3,18,4300120.0,1
3,7.18,58.68,1,0.55,1.24,42,1149530.0,1
8,9.29,81.75,2,2.28,0.62,50,1687960.0,3
10,7.99,84.69,2,2.16,3.61,20,1852860.0,4
7,6.13,157.39,5,1.7,4.62,34,3530119.9999999995,3
10,1.25,185.57,6,2.52,0.18,25,4806090.0,5
6,2.99,76.79,2,3.05,0.07,27,1795260.0000000002,4
1,9.69,176.59,5,2.95,0.92,21,3891870.0,1
9,3.26,91.64,3,1.42,3.42,35,2125500.0,5
3,1.02,133.44,4,2.55,4.82,15,3230650.0,3
5,7.1,69.14,2,1.02,3.75,11,1422280.0,2
7,7.37,115.12,3,0.93,2.87,27,2479330.0,3
7,2.93,115.56,3,3.25,3.5,6,2855190.0,4
3,3.05,107.39,3,2.93,1.15,32,2360950.0,2
4,4.74,135.4,4,3.19,3.44,23,3003490.0,2
10,0.32,79.72,2,1.03,1.61,10,2159190.0,5
7,7.91,84.65,2,3.7,1.11,14,1756520.0,3
8,3.24,137.51,4,0.97,1.18,18,3122610.0,5
2,8.55,173.68,5,3.55,3.34,14,3844090.0,1
9,8.05,119.09,3,1.73,3.84,8,2637840.0,3
7,6.65,140.15,4,0.87,2.91,12,3025100.0,3
8,3.32,150.32,5,1.5,0.32,49,3526500.0,4
6,5.21,153.22,5,1.14,0.19,28,3416080.0,3
6,4.5,81.86,2,2.22,1.09,25,1753020.0,4
9,3.45,88.92,2,3.82,1.43,22,1978360.0,5
4,8.5,92.4,3,1.65,2.02,16,1965790.0000000002,1
5,4.89,197.15,6,2.64,0.38,4,4592570.0,2
9,8.34,140.33,4,3.62,3.63,15,3079570.0000000005,3
1,1.14,138.53,4,2.71,3.56,38,3315130.0,2
4,1.5,134.65,4,1.77,1.73,29,3248290.0,3
7,9.78,67.17,2,3.97,2.82,20,1404070.0,2
9,5.92,197.53,6,1.16,0.5,4,4495500.0,4
10,5.15,139.17,4,2.33,2.08,25,3083399.9999999995,5
6,5.28,148.93,4,3.29,4.29,42,3159820.0,3
8,2.23,49.38,1,0.5,3.3,47,1193840.0,5
9,7.22,151.19,5,2.96,0.52,29,3444260.0,4
10,0.94,105.75,3,1.43,4.24,21,2914550.0,5
4,5.78,67.09,2,1.09,3.4,44,1337510.0,2
1,5.75,81.85,2,1.46,2.27,1,1653080.0,1
8,9.15,69.4,2,3.88,3.46,43,1452040.0,3
2,5.31,68.73,2,3.62,0.86,11,1380700.0,1
1,1.46,122.42,4,1.25,2.75,41,2925330.0,2
7,5.77,104.53,3,0.91,3.09,26,2258400.0,3
10,1.0,133.36,4,1.77,4.64,25,3633870.0000000005,5
9,2.12,187.04,6,2.57,0.33,44,4784090.0,5
9,0.41,114.82,3,3.54,1.87,43,3081520.0,5
3,5.18,30.2,1,3.88,4.68,24,606480.0,2
6,0.94,110.32,3,3.13,1.09,18,2913370.0,5
7,4.75,167.74,5,2.6,4.07,48,3909560.0,3
10,9.34,116.56,3,1.0,0.01,26,2599780.0,4
9,7.23,181.17,6,0.76,0.13,47,4092239.9999999995,3
2,0.87,138.12,4,2.59,1.64,16,3604810.0,2
8,2.32,46.47,1,2.39,3.84,5,1168100.0,5
7,6.77,124.38,4,3.46,0.52,22,2676560.0,3
4,8.96,131.88,4,1.63,1.91,17,2798670.0,1
2,0.43,163.21,5,0.64,0.66,42,4399350.0,2
8,8.14,192.79,6,1.98,1.12,43,4322640.0,2
5,5.66,156.31,5,3.89,2.51,48,3450950.0,2
6,5.51,137.62,4,3.28,1.6,1,2957940.0,3
7,9.58,147.05,4,0.62,1.06,44,3134550.0000000005,2
10,7.5,113.28,3,3.56,1.97,18,2540260.0,4
1,8.52,61.48,2,2.15,3.51,50,1198470.0,1
8,3.6,121.66,4,1.78,0.6,3,2786940.0,5
4,5.59,134.61,4,1.71,2.4,32,2841900.0000000005,2
9,6.19,71.85,2,2.58,1.37,33,1538160.0,5
1,3.28,173.06,5,2.36,1.89,31,3979800.0,1
2,5.75,160.22,5,2.8,4.11,17,3547260.0,1
6,2.44,65.13,2,2.51,4.65,43,1520780.0,5
10,1.52,174.63,5,1.0,1.21,8,4548170.0,5
1,3.8,107.67,3,1.4,3.15,36,2356640.0,1
4,7.42,88.86,2,3.44,3.38,47,1767520.0,2
8,9.17,163.17,5,2.82,4.21,35,3679339.9999999995,2
10,4.63,117.96,3,2.07,4.5,2,2779050.0,5
5,6.46,195.97,6,1.14,2.34,17,4361880.0,1
9,1.12,85.88,2,0.53,4.91,39,2079530.0,5
6,9.05,50.73,1,1.59,4.85,24,1047710.0,2
1,5.73,108.78,3,0.69,2.53,1,2306750.0,1
6,7.83,151.57,5,2.19,2.71,43,3368770.0,2
6,7.96,82.91,2,3.38,3.34,0,1720500.0,2
6,2.64,66.8,2,1.5,1.87,23,1574640.0,4
8,5.34,129.16,4,3.47,3.31,23,2806510.0,4
6,9.61,61.45,2,2.97,2.57,49,1241170.0,2
5,0.99,132.27,4,0.94,0.18,41,3451440.0,4
2,6.86,106.38,3,2.76,4.26,39,2224740.0,1
4,9.63,139.78,4,1.03,4.7,3,2984750.0,1
10,3.08,64.65,2,2.79,0.13,49,1480120.0,5
5,8.63,171.93,5,1.0,3.95,34,3814360.0,1
10,9.34,112.68,3,1.87,1.93,34,2513270.0,4
4,7.5,150.54,5,2.48,2.93,11,3353260.0,1
2,2.39,158.4,5,0.68,2.5,50,3948320.0,2
7,3.41,73.7,2,1.04,2.76,48,1583180.0,5
10,0.45,155.29,5,1.62,2.48,22,4363170.0,5
10,8.33,63.0,2,2.12,4.27,48,1392420.0,4
2,8.51,65.19,2,3.5,3.42,21,1305140.0,1
1,6.36,198.56,6,1.16,2.06,25,4380280.0,1
5,3.59,164.47,5,1.72,3.44,3,3843970.0,3
1,0.86,202.95,6,2.17,4.83,6,4906290.0,1
1,7.56,105.19,3,1.54,0.4,22,2205250.0,1
1,7.29,124.1,4,2.69,1.94,30,2601290.0,1
6,9.13,141.09,4,1.4,4.35,6,3033190.0,1
9,7.33,119.51,3,3.2,3.7,21,2631910.0,4
10,8.3,90.15,3,2.27,4.67,38,2041220.0000000002,4
1,7.48,84.16,2,0.8,0.2,39,1657800.0,1
5,6.34,128.55,4,2.69,4.31,18,2741480.0000000005,2
9,4.33,77.33,2,2.49,3.96,29,1734360.0,5
9,9.03,76.21,2,1.69,4.08,25,1639669.9999999998,3
1,6.54,135.74,4,0.54,2.99,40,2839980.0,1
8,4.04,116.19,3,1.2,0.26,21,2643500.0,4
1,0.93,157.49,5,1.92,2.7,8,4276710.0,2
8,2.98,103.0,3,1.2,2.04,45,2538880.0,5
1,5.48,96.75,3,2.52,2.64,28,2025510.0,1
5,2.83,136.94,4,2.99,3.7,31,3313970.0,3
8,2.29,87.52,2,3.5,2.98,17,2102420.0,5
6,5.32,93.67,3,2.76,1.46,30,2001230.0,3
9,1.78,95.26,3,2.91,3.0,31,2397330.0,5
1,8.02,111.61,3,2.63,0.42,8,2353020.0,1
9,4.9,190.9,6,3.95,0.03,29,4511810.0,4
1,5.78,64.93,2,1.41,2.01,36,1279210.0000000002,1
10,1.56,171.82,5,1.43,3.79,31,4459650.0,5
10,3.31,149.51,4,0.94,4.11,7,3473500.0,5
3,4.16,182.68,6,2.2,2.75,23,4227940.0,1
1,8.1,245.47,6,0.84,4.34,3,4702770.0,1
3,7.72,177.26,5,1.45,0.63,45,3895530.0,1
2,2.31,157.03,5,2.19,4.82,16,3951200.0,2
2,6.2,67.5,2,3.85,4.61,20,1354370.0,1
9,2.51,72.55,2,3.87,3.0,47,1757780.0,5
8,9.88,134.41,4,3.1,0.29,8,2926090.0,2
1,9.53,52.08,1,1.86,2.27,4,1044280.0,1
4,5.68,144.62,4,3.53,0.9,4,3075290.0,2
1,7.02,34.6,1,3.56,3.14,29,674720.0,1
1,8.03,166.09,5,3.69,0.95,5,3676190.0,1
4,7.24,107.13,3,2.74,2.41,37,2253810.0,1
2,7.03,125.06,4,1.21,1.03,7,2649110.0,1
3,9.59,90.07,3,0.82,0.91,47,1876469.9999999998,1
9,6.0,44.06,1,3.7,1.24,45,963980.0,5
2,6.4,169.39,5,0.69,0.15,32,3728189.9999999995,1
4,8.51,173.43,5,1.54,3.58,47,3823080.0,1
1,6.73,105.94,3,2.2,1.53,14,2230600.0,1
2,7.36,146.48,4,0.58,3.49,36,3075480.0,1
5,2.42,104.36,3,3.67,3.27,8,2548510.0,4
10,3.78,131.54,4,1.5,0.33,2,3075040.0,5
1,1.56,150.37,5,0.6,1.56,30,3760770.0,2
7,5.11,142.2,4,3.98,2.83,38,3038879.9999999995,3
4,4.61,173.64,5,1.59,4.59,6,4044309.9999999995,2
6,9.97,140.76,4,3.57,2.01,15,3010410.0,1
8,6.15,121.12,4,2.09,2.52,27,2633470.0,4
6,7.89,89.54,2,2.82,3.75,34,1820480.0000000002,2
2,3.41,100.86,3,1.34,4.02,14,2235620.0,2
1,8.33,152.4,5,2.26,4.62,6,3382780.0,1
8,6.19,59.93,1,1.4,2.49,34,1262180.0,4
8,7.0,164.23,5,3.83,0.97,47,3683170.0,3
9,3.01,108.75,3,0.71,3.82,30,2508430.0,5
6,5.53,87.26,2,1.46,0.63,37,1767000.0,3
1,6.38,76.05,2,3.63,2.09,7,1528550.0,1
9,5.93,146.97,4,2.18,3.14,47,3187470.0,4
3,9.16,119.41,3,2.6,3.46,37,2505930.0,1
6,8.99,183.55,6,2.78,3.67,15,4106660.0000000005,1
10,9.71,69.48,2,0.75,0.97,33,1531790.0,4
10,6.71,96.87,3,0.56,4.91,0,2222530.0,5
9,9.72,116.31,3,3.78,0.89,18,2561510.0,3
3,8.34,89.93,2,1.45,0.48,13,1811110.0000000002,1
5,2.78,120.24,4,1.83,3.32,18,2926570.0,3
5,4.33,132.78,4,2.89,4.55,22,2959370.0,3
10,2.46,139.38,4,1.33,2.8,3,3530390.0,5
7,0.14,180.25,6,3.07,2.98,33,4935640.0,5
4,1.96,67.86,2,2.1,2.69,1,1597060.0,4
4,0.14,133.51,4,3.5,0.21,11,3501180.0,4
7,7.23,94.12,3,1.47,3.41,22,2043870.0,3
9,4.31,137.2,4,1.21,1.79,42,3122769.9999999995,5
4,3.19,137.25,4,3.41,4.68,17,3052450.0,3
4,7.64,80.52,2,1.64,0.93,31,1613620.0,2
6,8.34,83.95,2,1.94,1.51,50,1689080.0,2
6,9.76,140.47,4,3.28,2.52,16,3004630.0,1
7,6.46,120.94,4,2.72,2.39,30,2600800.0,3
1,4.67,111.22,3,2.05,2.0,35,2432790.0,1
3,3.12,146.32,4,1.37,1.57,25,3231810.0,2
9,2.3,149.27,4,3.17,0.74,11,3713790.0,5
6,2.21,98.81,3,1.13,4.1,34,2408510.0,4
6,4.15,85.92,2,3.75,2.24,15,1849050.0,4
5,9.92,69.52,2,1.03,2.86,3,1436090.0,1
3,0.11,121.34,4,3.32,2.73,27,3165980.0,3
5,2.05,63.07,2,1.98,2.88,37,1461390.0,4
1,1.97,123.98,4,1.15,3.52,32,2973410.0,2
3,7.2,168.67,5,1.91,3.15,36,3720129.9999999995,1
4,3.59,105.86,3,1.28,1.37,9,2360380.0,3
5,4.63,98.55,3,0.98,2.77,30,2191660.0,3
10,1.57,199.91,6,1.34,1.22,13,5179850.0,5
9,4.11,180.39,6,3.54,2.94,4,4301310.0,4
4,1.12,89.42,2,0.87,2.16,9,2085110.0,4
3,5.38,125.56,4,3.9,0.2,24,2645260.0,1
10,1.07,133.15,4,0.52,3.67,40,3346420.0,5
1,7.93,128.15,4,2.8,1.37,44,2671090.0,1
10,5.71,192.59,6,3.5,4.6,16,4420680.0,4
6,7.27,123.49,4,3.77,1.4,50,2611320.0,2
7,4.24,129.49,4,1.0,4.98,19,2927740.0,4
10,3.88,147.55,4,2.94,2.31,32,3399780.0000000005,5
8,1.07,167.6,5,0.88,0.13,8,4300380.0,5
1,5.29,157.48,5,1.73,0.38,49,3443590.0,1
4,5.19,141.52,4,3.06,0.41,30,2983680.0,2
5,4.73,57.65,1,1.71,0.28,4,1239500.0,3
2,7.43,100.47,3,1.6,1.34,45,2089950.0,1
1,8.34,152.78,5,0.91,1.62,28,3364490.0,1
8,7.53,130.02,4,0.73,0.56,50,2794810.0,3
6,1.52,153.05,5,0.9,2.19,46,3857730.0000000005,4
5,6.26,195.49,6,3.56,1.83,3,4361880.0,2
9,0.9,72.92,2,0.54,3.18,30,1932820.0,5
2,6.98,165.52,5,2.93,0.98,3,3671470.0,1
10,3.88,106.79,3,3.19,4.57,17,2517330.0,5
8,1.41,157.41,5,2.49,2.58,17,4039920.0,5
10,8.63,118.35,3,3.06,3.12,39,2628530.0,4
9,6.18,205.08,6,2.78,0.2,33,4015140.0000000005,4
1,3.61,125.2,4,2.09,2.8,47,2734910.0,1
7,0.4,94.38,3,1.84,1.84,13,2526720.0,5
8,5.42,136.79,4,3.79,4.62,25,2967040.0,4
3,9.24,132.96,4,3.9,4.43,22,2811120.0,1
4,6.0,165.52,5,2.78,3.19,32,3662040.0,1
3,9.72,137.92,4,1.19,3.84,16,2922809.9999999995,1
7,1.45,219.0,6,2.07,3.22,41,4880370.0,4
9,5.73,115.54,3,2.24,0.08,31,2532260.0,4
3,8.0,116.02,3,3.15,3.52,47,2424310.0,1
6,5.3,95.84,3,2.84,0.89,34,2041580.0,3
8,1.0,123.43,4,2.3,3.41,50,3277700.0,5
6,5.87,129.24,4,2.88,0.05,42,2738260.0,3
2,6.16,131.25,4,0.58,1.55,29,2758770.0,1
7,7.31,122.69,4,3.22,2.58,14,2653430.0,3
2,7.64,95.61,3,1.24,1.67,49,1984910.0,1
2,7.73,84.73,2,2.8,3.47,50,1667740.0,1
2,6.67,104.99,3,0.9,2.61,6,2227110.0,1
1,2.24,165.66,5,0.9,4.8,5,4174200.0,1
1,4.1,174.27,5,0.62,1.79,8,4032170.0,1
7,7.78,116.92,3,3.69,3.61,12,2530850.0,3
5,9.54,82.34,2,2.62,4.18,39,1657540.0,1
3,0.88,116.75,3,1.77,1.27,17,3050270.0,3
1,5.4,203.67,6,3.26,3.77,34,3874009.9999999995,1
10,3.19,159.96,5,2.69,1.97,0,3869330.0,5
